DESIGN_NAME,BASE_OPERATOR,DESIGN_TYPE,PRUNING_INIT,Config,Constraint,CPD,Delay_logic,Delay_signal,LUTs,Carries,Signal_power,Logic_power,Total_power,Signal_power_top,Logic_power_top,Total_power_top,Conf,average_error,average_absolute_error,average_relative_error,average_absolute_relative_error,acutal_max_error,actual_min_error,error_prob_approx
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1242,SIGNED_ADD_7x7_7,OvErr_BASE,v1,165,1.301,1.254,0.663,0.591,5,2,0,114.851,114.851,257.036,132.516,389.552, High,6.5,40.47460938,0.327228939,1.21814268,162,-148,88.42773438
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1952,SIGNED_ADD_7x7_7,OvErr_BASE,v1,165,1.301,1.254,0.663,0.591,5,2,0,114.851,114.851,257.036,132.516,389.552, High,6.5,40.47460938,0.327228939,1.21814268,162,-148,88.42773438
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1466,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1060,7,0.971,0.371,0.6,2,1,0,57.456,57.456,206.987,74.395,281.382, High,8,43.17895508,1.113551393,1.213092562,133,-113,98.51074219
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_894,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2094,7,0.954,0.38,0.574,1,1,0,30.308,30.308,172.689,45.663,218.352, High,-21.5,46.07202148,1.013735132,1.834204121,106,-148,98.69995117
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2067,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1990,7,1.201,0.62,0.581,2,2,0,53.466,53.466,175.886,67.513,243.399, High,-19,45.66442871,1.137827408,1.802685207,113,-149,98.20556641
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_570,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1658,7,1.249,0.669,0.58,2,2,0,51.483,51.483,154.848,64.942,219.79, High,-30,51.10498047,1.205679925,2.657955741,110,-168,99.42016602
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1154,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1242,1.36,1.188,0.62,0.568,4,2,0,102.545,102.545,247.254,119.596,366.85, High,43.5,55.90234375,1.251873354,3.190441864,168,-80,93.62792969
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_572,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1952,7,1.132,0.55,0.582,3,2,0,79.155,79.155,213.67,95.4,309.07, High,-15,44.40625,1.407167499,1.670930801,102,-128,98.65722656
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_388,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1466,7,1.199,0.599,0.6,4,2,0,99.803,99.803,232.431,116.847,349.278, High,-31,48.90625,2.134724403,2.713428961,70,-128,97.70507813
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1026,SIGNED_ADD_7x7_7,OvErr_BASE,v1,894,7,1.248,0.663,0.585,4,2,0,96.002,96.002,242.012,112.209,354.221, High,38.5,53.61083984,1.533851447,2.753894621,162,-84,94.37255859
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_601,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2067,7,0.954,0.38,0.574,1,1,0,30.308,30.308,172.691,45.663,218.354, High,-29.5,48.93969727,1.019078544,2.287368724,98,-156,98.79760742
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1270,SIGNED_ADD_7x7_7,OvErr_BASE,v1,570,7,1.202,0.617,0.585,4,2,0,94.845,94.845,243.417,111.683,355.1, High,6.5,48.07958984,0.408899506,2.27298469,162,-148,95.05615234
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_404,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1154,7,1.245,0.559,0.686,2,1,0,49.004,49.004,172.332,62.462,234.794, High,26,47.68505859,1.068921488,2.16093354,154,-100,99.20043945
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_302,SIGNED_ADD_7x7_7,OvErr_BASE,v1,572,1.321,1.155,0.553,0.602,3,2,0,72.7,72.7,200.21,88.636,288.846, High,7,48.52050781,0.408522905,2.330942487,164,-146,97.91259766
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1352,SIGNED_ADD_7x7_7,OvErr_BASE,v1,388,7,1.203,0.623,0.58,2,2,0,48.673,48.673,157.357,62.576,219.933, High,-23,49.53796387,0.750255496,1.983029647,137,-181,98.35205078
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_412,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1026,1.36,1.188,0.62,0.568,4,2,0,102.545,102.545,247.254,119.596,366.85, High,19.5,45.65234375,1.267903591,1.766788448,144,-104,92.26074219
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1449,SIGNED_ADD_7x7_7,OvErr_BASE,v1,601,7,1.139,0.554,0.585,2,2,0,46.269,46.269,171.018,60.682,231.7, High,4,49.81481934,0.708251777,2.517332286,165,-153,99.37744141
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1778,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1270,7,1.381,0.62,0.761,3,2,0,66.421,66.421,172.967,79.88,252.847, High,51,60.42504883,1.246821267,3.690593057,177,-73,97.33886719
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1295,SIGNED_ADD_7x7_7,OvErr_BASE,v1,404,0.956,0.88,0.372,0.508,1,2,0,27.043,27.043,158.736,43.822,202.558, High,-17,46.67773438,0.95748115,1.696355305,78,-176,99.1027832
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_837,SIGNED_ADD_7x7_7,OvErr_BASE,v1,302,7,1.306,0.554,0.752,3,2,0,62.988,62.988,178.607,77.002,255.609, High,-13,46.15673828,0.453382161,1.726352961,148,-170,98.29711914
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1953,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1352,1.225,1.04,0.53,0.51,2,1,0,55.79,55.79,184.441,71.787,256.228, High,44,56.06054688,1.0293147,3.27226851,170,-80,98.96240234
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1813,SIGNED_ADD_7x7_7,OvErr_BASE,v1,412,1.321,1.155,0.553,0.602,3,2,0,72.7,72.7,200.21,88.636,288.846, High,-8,47.43725586,0.418541803,2.072681392,149,-161,98.46191406
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2135,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1449,7,1.04,0.466,0.574,2,1,0,58.167,58.167,182.705,74.163,256.868, High,61.5,67.4765625,0.970646076,4.400969958,188,-64,98.37646484
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1066,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1778,7,0.965,0.38,0.585,1,2,0,30.189,30.189,151.988,45.461,197.449, High,-43,56.09814453,1.071434878,3.302195715,92,-162,99.83520508
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_255,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1295,7,0.965,0.38,0.585,1,2,0,30.189,30.189,151.986,45.461,197.447, High,55,63.3125,1.005978078,3.807036904,190,-64,99.93286133
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_57,SIGNED_ADD_7x7_7,OvErr_BASE,v1,837,1.374,1.304,0.729,0.575,4,2,0,93.484,93.484,237.953,108.991,346.944, High,19.5,46.8359375,1.408278355,1.778839232,152,-112,92.99316406
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_382,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1953,7,1.186,0.62,0.566,4,2,0,105.658,105.658,250.722,122.9,373.622, High,-18.5,45.09960938,1.346329225,1.748649558,100,-136,91.28417969
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1633,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1813,7,0.879,0.372,0.507,1,1,0,29.961,29.961,169.154,46.527,215.681, High,-62,67.8527832,1.064199454,4.34621189,67,-187,99.19433594
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_4,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2135,1.225,1.04,0.53,0.51,2,1,0,55.79,55.79,184.439,71.787,256.226, High,-12,43.76269531,1.066718586,1.349690024,114,-136,98.59619141
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2021,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1066,7,0.877,0.371,0.506,1,1,0,33.544,33.544,173.818,50.381,224.199, High,4,42.81787109,1.030567112,1.066624107,135,-119,98.48632813
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_999,SIGNED_ADD_7x7_7,OvErr_BASE,v1,255,1.231,1.208,0.617,0.591,4,2,0,96.374,96.374,230.759,113.237,343.996, High,-19.5,47.14160156,0.430812456,1.621073527,134,-172,93.88427734
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1332,SIGNED_ADD_7x7_7,OvErr_BASE,v1,57,7,1.256,0.663,0.593,5,2,0,113.808,113.808,253.269,131.583,384.852, High,2.5,36.81640625,0.38221817,0.851748199,146,-140,89.16015625
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_257,SIGNED_ADD_7x7_7,OvErr_BASE,v1,382,7,1.139,0.554,0.585,2,2,0,46.269,46.269,171.02,60.683,231.703, High,-22,49.00610352,0.725617867,1.910725217,139,-179,98.31542969
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_782,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1633,7,1.352,0.599,0.753,2,2,0,45.749,45.749,152.787,58.119,210.906, High,-28,50.17236328,1.298363345,2.71162271,103,-151,98.58398438
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_908,SIGNED_ADD_7x7_7,OvErr_BASE,v1,4,1.367,1.209,0.515,0.694,5,2,0,118.917,118.917,255.627,137.47,393.097, High,-2,32.9375,0.39115472,0.470080976,131,-131,81.25
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_977,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2021,7,0.965,0.38,0.585,1,2,0,30.189,30.189,151.986,45.461,197.447, High,-11,44.38134766,1.050061229,1.564649469,124,-130,99.76196289
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_583,SIGNED_ADD_7x7_7,OvErr_BASE,v1,999,1.36,1.188,0.62,0.568,4,2,0,102.545,102.545,247.255,119.596,366.851, High,11.5,43.83984375,1.273247003,1.378945261,136,-112,91.18652344
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_373,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1332,7,1.04,0.466,0.574,2,1,0,58.167,58.167,182.712,74.164,256.876, High,33.5,50.66015625,0.989348019,2.609887973,160,-92,97.69287109
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_329,SIGNED_ADD_7x7_7,OvErr_BASE,v1,257,7,1.306,0.553,0.753,3,2,0,65.63,65.63,186.379,79.818,266.197, High,-19,46.06445313,0.430435855,1.450208007,136,-166,96.66748047
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1310,SIGNED_ADD_7x7_7,OvErr_BASE,v1,782,7,1.128,0.365,0.763,2,2,0,52.078,52.078,166.283,66.973,233.256, High,31,49.19335938,1.336931307,1.793908193,150,-72,98.57177734
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2080,SIGNED_ADD_7x7_7,OvErr_BASE,v1,908,7,1.352,0.599,0.753,2,2,0,45.749,45.749,152.785,58.119,210.904, High,39,54.14599609,1.253612267,2.545376721,170,-84,99.05395508
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2004,SIGNED_ADD_7x7_7,OvErr_BASE,v1,977,7,1.132,0.55,0.582,3,2,0,79.155,79.155,213.676,95.401,309.077, High,15,44.02539063,1.387129703,1.456038271,132,-98,95.82519531
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_446,SIGNED_ADD_7x7_7,OvErr_BASE,v1,583,7,1.126,0.553,0.573,2,2,0,49.85,49.85,182.583,64.676,247.259, High,6,49.38098145,0.695253499,2.497984633,169,-149,99.01123047
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1234,SIGNED_ADD_7x7_7,OvErr_BASE,v1,373,0.956,0.88,0.372,0.508,1,2,0,27.043,27.043,158.743,43.822,202.565, High,-28,47.17993164,0.964828342,1.302073305,67,-187,98.90136719
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1192,SIGNED_ADD_7x7_7,OvErr_BASE,v1,329,1.321,1.155,0.553,0.602,3,2,0,72.7,72.7,200.212,88.636,288.848, High,-25,50.25097656,0.429896554,1.938151585,132,-178,97.47314453
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_511,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1310,7,0.877,0.371,0.506,1,1,0,33.544,33.544,173.812,50.38,224.192, High,37,52.35253906,1.008525536,2.785948616,168,-86,99.01733398
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1362,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2080,1.225,1.04,0.53,0.51,2,1,0,55.79,55.79,184.441,71.787,256.228, High,-21,45.90893555,1.072729925,1.801562824,105,-145,97.38769531
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_832,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2004,1.201,1.124,0.551,0.573,3,2,0,79.028,79.028,225.525,95.302,320.827, High,-11.5,44.11401367,1.173460692,1.494329293,116,-138,97.47924805
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_375,SIGNED_ADD_7x7_7,OvErr_BASE,v1,446,0.956,0.88,0.372,0.508,1,2,0,27.043,27.043,158.741,43.822,202.563, High,-15,46.83398438,0.956145297,1.78344683,80,-174,99.1394043
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1576,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1234,7,1.201,0.62,0.581,3,2,0,79.241,79.241,203.454,94.84,298.294, High,49,59.00512695,1.301201546,3.517379886,169,-69,97.53417969
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1298,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1192,7,0.879,0.372,0.507,1,1,0,29.961,29.961,169.152,46.527,215.679, High,26,47.59350586,1.005421919,2.170242329,155,-99,98.75488281
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_991,SIGNED_ADD_7x7_7,OvErr_BASE,v1,511,7,1.306,0.553,0.753,3,2,0,65.63,65.63,186.376,79.817,266.193, High,18,49.78930664,0.405722573,2.448314753,173,-129,99.19433594
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1189,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1362,7,0.954,0.38,0.574,1,1,0,30.308,30.308,172.694,45.663,218.357, High,40.5,54.12646484,0.972323687,3.046663152,168,-86,98.93188477
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_753,SIGNED_ADD_7x7_7,OvErr_BASE,v1,832,7,1.352,0.599,0.753,2,2,0,45.749,45.749,152.789,58.12,210.909, High,24,47.30737305,1.263631165,1.67920049,155,-99,98.85253906
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_775,SIGNED_ADD_7x7_7,OvErr_BASE,v1,375,7,1.202,0.617,0.585,2,2,0,46.082,46.082,153.361,59.779,213.14, High,-25.5,50.17822266,0.963201163,1.842294969,134,-184,98.33374023
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_764,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1576,7,1.249,0.669,0.58,2,2,0,51.483,51.483,154.852,64.942,219.794, High,-47,58.85144043,1.217034676,3.654547258,93,-185,98.44970703
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_135,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1298,7,1.137,0.559,0.578,3,1,0,76.896,76.896,208.689,93.152,301.841, High,40,53.81835938,1.16906714,3.018140022,162,-80,97.82714844
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1065,SIGNED_ADD_7x7_7,OvErr_BASE,v1,991,7,1.201,0.62,0.581,3,2,0,79.241,79.241,203.456,94.841,298.297, High,17,44.81176758,1.322575195,1.604935743,137,-101,96.55761719
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1951,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1189,1.225,1.04,0.53,0.51,2,1,0,55.79,55.79,184.443,71.787,256.23, High,27,47.9465332,1.040669451,2.234619796,153,-97,97.53417969
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_282,SIGNED_ADD_7x7_7,OvErr_BASE,v1,753,7,1.256,0.663,0.593,4,2,0,97.439,97.439,226.742,113.855,340.597, High,34.5,50.45898438,1.708167448,2.302454339,140,-70,95.92285156
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_367,SIGNED_ADD_7x7_7,OvErr_BASE,v1,775,7,1.43,0.669,0.761,3,2,0,65.835,65.835,165.881,79.028,244.909, High,29,48.4987793,1.546314075,2.066906149,145,-85,96.60644531
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_533,SIGNED_ADD_7x7_7,OvErr_BASE,v1,764,1.189,1.173,0.6,0.573,3,2,0,75.142,75.142,209.093,90.898,299.991, High,29,48.28125,1.625661548,2.006331723,142,-80,98.91357422
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_612,SIGNED_ADD_7x7_7,OvErr_BASE,v1,135,7,1.481,0.6,0.881,5,2,0,98.649,98.649,227.62,113.579,341.199, High,-4.5,41.203125,0.30837632,1.29197161,160,-168,87.98828125
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_158,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1065,7,1.051,0.546,0.505,2,1,0,56.056,56.056,183.084,71.832,254.916, High,4.5,42.88330078,1.030275786,1.084176377,134,-124,97.55249023
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_328,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1951,7,1.132,0.55,0.582,3,2,0,79.155,79.155,213.672,95.4,309.072, High,-16,44.46435547,1.407835426,1.683697472,101,-129,97.31445313
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1602,SIGNED_ADD_7x7_7,OvErr_BASE,v1,282,7,1.384,0.617,0.767,3,2,0,61.393,61.393,168.592,74.656,243.248, High,-23.5,48.65136719,0.65587721,1.661185212,142,-188,96.83227539
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1128,SIGNED_ADD_7x7_7,OvErr_BASE,v1,367,0.956,0.88,0.372,0.508,1,2,0,27.043,27.043,158.744,43.822,202.566, High,-30,47.54260254,0.966164195,1.258281079,65,-189,98.86474609
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_964,SIGNED_ADD_7x7_7,OvErr_BASE,v1,533,7,1.384,0.623,0.761,3,2,0,63.779,63.779,164.885,77.316,242.201, High,14,48.95898438,0.465443376,2.317847374,178,-148,98.91967773
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_881,SIGNED_ADD_7x7_7,OvErr_BASE,v1,612,7,1.399,0.623,0.776,3,2,0,63.655,63.655,162.189,76.754,238.943, High,5.5,50.02050781,0.731262227,2.542704171,164,-152,97.61962891
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1717,SIGNED_ADD_7x7_7,OvErr_BASE,v1,158,7,1.031,0.53,0.501,2,2,0,51.535,51.535,168.705,67.702,236.407, High,-3,41.79492188,0.511143222,1.37544253,172,-146,98.60839844
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1127,SIGNED_ADD_7x7_7,OvErr_BASE,v1,328,1.321,1.155,0.553,0.602,3,2,0,72.7,72.7,200.214,88.636,288.85, High,-26,50.54345703,0.430564481,1.945767847,131,-179,96.63085938
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1845,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1602,1.273,1.259,0.663,0.596,3,2,0,75.387,75.387,189.369,90.103,279.472, High,-38.5,54.37402344,1.211399939,3.088737131,100,-176,97.39990234
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2017,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1128,7,0.954,0.38,0.574,1,1,0,30.308,30.308,172.694,45.663,218.357, High,12.5,43.84350586,0.99102563,1.449918329,140,-114,98.59008789
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1463,SIGNED_ADD_7x7_7,OvErr_BASE,v1,964,7,1.249,0.669,0.58,2,2,0,51.483,51.483,154.848,64.942,219.79, High,45,57.95275879,1.155585435,3.09226981,185,-93,99.25537109
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_337,SIGNED_ADD_7x7_7,OvErr_BASE,v1,881,7,0.866,0.365,0.501,1,2,0,33.756,33.756,170.574,50.741,221.315, High,27,48.19091797,1.032009098,1.699520168,170,-84,99.1027832
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1328,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1717,7,1.059,0.55,0.509,2,2,0,58.242,58.242,180.675,73.98,254.655, High,-50,59.69360352,1.243345926,3.749860128,73,-165,98.60839844
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_472,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1127,7,0.944,0.365,0.579,1,1,0,33.52,33.52,164.455,49.347,213.802, High,14,44.14648438,1.002329949,1.529252846,142,-112,99.2980957
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1992,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1845,7,1.04,0.466,0.574,2,1,0,58.167,58.167,182.71,74.164,256.874, High,-54.5,62.57128906,1.048125554,3.854724811,72,-180,98.20556641
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_779,SIGNED_ADD_7x7_7,OvErr_BASE,v1,2017,7,1.201,0.62,0.581,2,2,0,53.466,53.466,175.885,67.513,243.398, High,-11,44.18005371,1.132483995,1.459800991,121,-141,98.79150391
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_995,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1463,7,1.199,0.599,0.6,4,2,0,99.803,99.803,232.433,116.847,349.28, High,-33,49.15234375,2.136060256,2.752295079,68,-130,93.11523438
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_66,SIGNED_ADD_7x7_7,OvErr_BASE,v1,337,7,1.126,0.553,0.573,2,2,0,49.85,49.85,182.586,64.676,247.262, High,-28,49.64990234,0.717963001,1.649483895,135,-183,98.09570313
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1110,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1328,7,0.879,0.372,0.507,1,1,0,29.961,29.961,169.152,46.527,215.679, High,35,51.37255859,0.99941058,2.704680413,164,-90,99.1394043
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_479,SIGNED_ADD_7x7_7,OvErr_BASE,v1,472,0.956,0.88,0.372,0.508,1,2,0,27.043,27.043,158.741,43.822,202.563, High,-8,47.90380859,0.951469811,2.110324736,87,-167,99.26757813
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_903,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1992,7,1.199,0.614,0.585,2,2,0,50.843,50.843,165.64,64.621,230.261, High,-19.5,45.83227539,1.055781242,1.880713058,114,-152,98.29711914
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1523,SIGNED_ADD_7x7_7,OvErr_BASE,v1,779,7,1.128,0.365,0.763,2,2,0,52.078,52.078,166.285,66.973,233.258, High,29,48.13574219,1.33826716,1.678579573,148,-74,98.25439453
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_698,SIGNED_ADD_7x7_7,OvErr_BASE,v1,995,7,1.059,0.55,0.509,2,2,0,58.242,58.242,180.675,73.98,254.655, High,17,44.98144531,1.198594848,1.487710755,140,-98,98.93798828
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_2130,SIGNED_ADD_7x7_7,OvErr_BASE,v1,66,1.285,1.179,0.663,0.516,4,2,0,97.512,97.512,222.304,114.988,337.292, High,0.5,37.7421875,0.417618944,0.948142863,150,-148,95.01953125
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_1745,SIGNED_ADD_7x7_7,OvErr_BASE,v1,1110,7,1.196,0.515,0.681,2,1,0,46.304,46.304,166.287,60.041,226.328, High,10.5,43.50708008,1.015817418,1.343591854,138,-116,97.49145508
SIGNED_ADD_7x7_7_OvErr_BASE_v1_config_254,SIGNED_ADD_7x7_7,OvErr_BASE,v1,479,7,1.203,0.623,0.58,2,2,0,48.673,48.673,157.351,62.576,219.927, High,-2,49.24609375,0.736229039,2.398741864,158,-160,99.35913086
