DESIGN_NAME,BASE_OPERATOR,DESIGN_TYPE,PRUNING_INIT,Config,Constraint,CPD,Delay_logic,Delay_signal,LUTs,Carries,Signal_power,Logic_power,Total_power,Signal_power_top,Logic_power_top,Total_power_top,Conf,average_error,average_absolute_error,average_relative_error,average_absolute_relative_error,acutal_max_error,actual_min_error,error_prob_approx
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_97,SIGNED_ADD_6x6_6,OvErr_BASE,v1,97,7.0,1.198,0.599,0.599,2,2,0.0,55.162,55.162,164.099,68.55,232.649, High,-10.0,22.98388671875,0.6282840357517234,1.3519923526491788,73,-85,96.923828125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_633,SIGNED_ADD_6x6_6,OvErr_BASE,v1,633,7.0,0.954,0.38,0.574,1,1,0.0,29.24,29.24,146.085,43.403,189.488, High,-23.5,28.900390625,1.0530167955306295,2.850617719508411,40,-86,98.0224609375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_256,SIGNED_ADD_6x6_6,OvErr_BASE,v1,256,7.0,1.149,0.55,0.599,2,2,0.0,62.864,62.864,176.643,76.926,253.569, High,12.0,23.06640625,1.3791312719005855,1.4765260768815178,71,-39,94.921875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_545,SIGNED_ADD_6x6_6,OvErr_BASE,v1,545,7.0,1.147,0.38,0.767,2,2,0.0,56.928,56.928,170.666,70.509,241.175, High,-13.0,24.814453125,1.3536057258852177,2.1345905348786616,52,-74,97.8759765625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_150,SIGNED_ADD_6x6_6,OvErr_BASE,v1,150,7.0,1.248,0.663,0.585,2,2,0.0,46.803,46.803,141.904,59.215,201.119, High,-5.5,24.2861328125,0.920006208218282,1.8745010469605714,74,-84,97.1435546875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_317,SIGNED_ADD_6x6_6,OvErr_BASE,v1,317,7.0,1.199,0.62,0.579,2,2,0.0,53.895,53.895,160.204,66.738,226.942, High,22.0,28.64453125,1.1929120254204049,2.687552938209051,90,-44,98.9990234375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_101,SIGNED_ADD_6x6_6,OvErr_BASE,v1,101,1.316,1.183,0.599,0.584,3,2,0.0,80.691,80.691,203.339,95.398,298.737, High,-6.0,23.056640625,0.446721940592543,1.5932495235447006,74,-84,97.7294921875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_75,SIGNED_ADD_6x6_6,OvErr_BASE,v1,75,7.0,1.342,0.663,0.679,3,2,0.0,68.846,68.846,182.178,81.911,264.089, High,4.5,22.62890625,0.4873341499518716,1.5898162541902843,90,-80,96.19140625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_338,SIGNED_ADD_6x6_6,OvErr_BASE,v1,338,7.0,0.877,0.371,0.506,1,1,0.0,39.661,39.661,172.884,55.662,228.546, High,5.0,21.75390625,1.0526744705145241,1.1736624309520258,72,-54,97.4365234375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_483,SIGNED_ADD_6x6_6,OvErr_BASE,v1,483,7.0,0.954,0.38,0.574,1,1,0.0,29.24,29.24,146.066,43.401,189.467, High,30.5,33.5546875,0.9261890078787023,3.766626156941202,94,-32,98.3642578125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_573,SIGNED_ADD_6x6_6,OvErr_BASE,v1,573,7.0,1.119,0.546,0.573,3,1,0.0,82.675,82.675,211.464,98.318,309.782, High,-23.5,28.939453125,1.2903677920218442,2.9325968613421165,36,-82,95.166015625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_103,SIGNED_ADD_6x6_6,OvErr_BASE,v1,103,7.0,1.198,0.599,0.599,2,2,0.0,55.162,55.162,164.098,68.55,232.648, High,-8.0,22.8525390625,0.6235867102831334,1.421826098812237,75,-83,97.94921875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_362,SIGNED_ADD_6x6_6,OvErr_BASE,v1,362,7.0,0.944,0.365,0.579,1,1,0.0,29.813,29.813,160.54,44.185,204.725, High,2.0,21.404296875,1.0178051399797499,1.0751652523857338,66,-60,98.4619140625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_444,SIGNED_ADD_6x6_6,OvErr_BASE,v1,444,7.0,0.954,0.38,0.574,1,1,0.0,29.24,29.24,146.093,43.404,189.497, High,16.5,25.21484375,0.9590702861588314,2.2682871939995923,80,-46,97.6806640625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_323,SIGNED_ADD_6x6_6,OvErr_BASE,v1,323,7.0,0.876,0.38,0.496,1,2,0.0,38.604,38.604,180.355,54.495,234.85, High,23.0,29.375,1.0265806884166526,2.5960557639815454,94,-32,99.8291015625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_625,SIGNED_ADD_6x6_6,OvErr_BASE,v1,625,7.0,0.879,0.372,0.507,1,1,0.0,32.646,32.646,162.277,48.084,210.361, High,-22.0,28.0400390625,1.0961576042057422,2.6982608858691965,43,-83,97.94921875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_655,SIGNED_ADD_6x6_6,OvErr_BASE,v1,655,7.0,1.127,0.442,0.685,2,1,0.0,56.199,56.199,172.187,70.117,242.304, High,-8.0,22.4013671875,1.2537916356312793,1.4908980080587526,53,-65,97.36328125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_209,SIGNED_ADD_6x6_6,OvErr_BASE,v1,209,7.0,1.248,0.669,0.579,2,2,0.0,46.951,46.951,137.787,59.334,197.121, High,6.0,25.921875,0.6747033351862863,2.369788028997765,86,-72,98.9013671875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_565,SIGNED_ADD_6x6_6,OvErr_BASE,v1,565,7.0,0.876,0.38,0.496,1,2,0.0,38.604,38.604,180.356,54.495,234.851, High,-10.0,24.50244140625,1.1040865586483861,2.06848952075777,61,-65,99.755859375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_720,SIGNED_ADD_6x6_6,OvErr_BASE,v1,720,1.083,0.982,0.466,0.516,2,1,0.0,57.02,57.02,176.805,72.545,249.35, High,-2.5,21.40625,1.02854600629307,1.02854600629307,60,-64,93.994140625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_453,SIGNED_ADD_6x6_6,OvErr_BASE,v1,453,7.0,0.954,0.38,0.574,1,1,0.0,29.24,29.24,146.083,43.403,189.486, High,20.5,27.1923828125,0.9496756352216517,2.678466163490977,84,-42,97.8759765625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_533,SIGNED_ADD_6x6_6,OvErr_BASE,v1,533,7.0,1.199,0.62,0.579,2,2,0.0,53.895,53.895,160.204,66.738,226.942, High,-18.0,26.6328125,1.2868585347922028,2.503543819587461,50,-84,98.5595703125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_266,SIGNED_ADD_6x6_6,OvErr_BASE,v1,266,7.0,1.149,0.55,0.599,2,2,0.0,62.864,62.864,176.626,76.924,253.55, High,17.0,25.48828125,1.3673879582291109,1.9145479004611836,76,-34,98.095703125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_63,SIGNED_ADD_6x6_6,OvErr_BASE,v1,63,1.455,1.25,0.663,0.587,4,2,0.0,97.76,97.76,195.506,113.035,308.541, High,1.5,20.859375,0.40590086031820316,1.2552767725789666,84,-80,88.8671875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_561,SIGNED_ADD_6x6_6,OvErr_BASE,v1,561,1.212,1.199,0.614,0.585,2,2,0.0,53.838,53.838,153.036,66.847,219.883, High,-11.5,24.4599609375,1.1077814367588217,2.055449708064437,58,-80,98.0712890625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_14,SIGNED_ADD_6x6_6,OvErr_BASE,v1,14,7.0,1.198,0.599,0.599,3,2,0.0,83.611,83.611,193.25,98.725,291.975, High,-3.0,18.0,0.4204968337790083,0.69271366119456,72,-70,91.796875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_95,SIGNED_ADD_6x6_6,OvErr_BASE,v1,95,7.0,1.198,0.599,0.599,2,2,0.0,55.162,55.162,164.098,68.55,232.648, High,-11.0,23.13671875,0.6306326984860183,1.3307608381596834,72,-86,96.4111328125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_408,SIGNED_ADD_6x6_6,OvErr_BASE,v1,408,7.0,1.119,0.546,0.573,3,1,0.0,82.675,82.675,211.47,98.319,309.789, High,22.5,28.255859375,1.1823293062442763,2.809950553963985,82,-36,92.919921875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_640,SIGNED_ADD_6x6_6,OvErr_BASE,v1,640,7.0,0.944,0.365,0.579,1,1,0.0,29.813,29.813,160.522,44.183,204.705, High,-19.0,26.41259765625,1.0671270573999436,2.3699451865942196,45,-81,97.802734375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_1,SIGNED_ADD_6x6_6,OvErr_BASE,v1,1,1.266,1.248,0.669,0.579,5,2,0.0,127.813,127.813,248.241,144.918,393.159, High,-1.0,16.375,0.39320716894052166,0.4376030098959956,65,-65,62.5
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_626,SIGNED_ADD_6x6_6,OvErr_BASE,v1,626,7.0,0.879,0.372,0.507,1,1,0.0,32.646,32.646,162.266,48.083,210.349, High,-21.0,27.494140625,1.0938089414714474,2.594247047710956,44,-82,98.4619140625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_505,SIGNED_ADD_6x6_6,OvErr_BASE,v1,505,7.0,1.199,0.62,0.579,3,2,0.0,84.756,84.756,186.229,99.437,285.666, High,-15.0,24.8857421875,1.6912742086679808,2.222875340957186,41,-69,94.23828125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_341,SIGNED_ADD_6x6_6,OvErr_BASE,v1,341,7.0,0.877,0.371,0.506,1,1,0.0,39.661,39.661,172.874,55.661,228.535, High,7.0,22.177734375,1.047977145045934,1.3177439927944334,74,-52,98.1689453125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_249,SIGNED_ADD_6x6_6,OvErr_BASE,v1,249,1.201,1.121,0.614,0.507,4,2,0.0,117.142,117.142,247.604,134.528,382.132, High,16.5,24.66796875,1.7428886144377407,2.0558758818616534,68,-34,88.18359375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_333,SIGNED_ADD_6x6_6,OvErr_BASE,v1,333,7.0,1.147,0.559,0.588,3,1,0.0,80.169,80.169,207.39,95.147,302.537, High,5.5,21.85546875,1.157823367410011,1.2424088703441378,68,-56,90.771484375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_64,SIGNED_ADD_6x6_6,OvErr_BASE,v1,64,7.0,1.26,0.669,0.591,3,2,0.0,73.39,73.39,168.975,87.16,256.135, High,1.0,21.083984375,0.40690330767635746,1.2738659180284062,85,-81,94.7265625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_195,SIGNED_ADD_6x6_6,OvErr_BASE,v1,195,1.25,1.173,0.6,0.573,3,2,0.0,75.589,75.589,194.795,90.337,285.132, High,4.5,24.6064453125,0.6375582198514131,2.136150768576038,84,-74,96.4111328125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_581,SIGNED_ADD_6x6_6,OvErr_BASE,v1,581,7.0,0.877,0.371,0.506,1,1,0.0,39.661,39.661,172.874,55.661,228.535, High,-27.0,31.21484375,1.1278316780119624,3.327759935909639,40,-86,98.4619140625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_227,SIGNED_ADD_6x6_6,OvErr_BASE,v1,227,7.0,1.248,0.669,0.579,2,2,0.0,46.951,46.951,137.788,59.334,197.122, High,10.0,27.279296875,0.6653086842491064,2.591889716029376,90,-68,99.0478515625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_244,SIGNED_ADD_6x6_6,OvErr_BASE,v1,244,1.221,1.2,0.62,0.58,4,2,0.0,109.484,109.484,220.148,125.594,345.742, High,15.0,23.69140625,2.060775540078629,2.0833848452567416,65,-33,80.859375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_145,SIGNED_ADD_6x6_6,OvErr_BASE,v1,145,7.0,1.248,0.669,0.579,2,2,0.0,46.951,46.951,137.803,59.336,197.139, High,-7.0,24.08544921875,0.7052359507321205,1.8379782615349023,73,-85,96.923828125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_556,SIGNED_ADD_6x6_6,OvErr_BASE,v1,556,7.0,0.876,0.38,0.496,1,2,0.0,38.604,38.604,180.367,54.496,234.863, High,-14.0,25.58544921875,1.1134812095855657,2.3800950519868933,57,-69,99.267578125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_93,SIGNED_ADD_6x6_6,OvErr_BASE,v1,93,7.0,1.227,0.663,0.564,3,2,0.0,77.747,77.747,192.184,92.111,284.295, High,-11.5,24.162109375,0.6319789138621589,1.510410150213656,70,-92,93.4814453125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_82,SIGNED_ADD_6x6_6,OvErr_BASE,v1,82,1.528,1.274,0.669,0.605,4,2,0.0,98.295,98.295,209.742,113.365,323.107, High,-9.0,23.021484375,0.2463715818280421,1.5153975678265053,65,-81,85.3515625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_327,SIGNED_ADD_6x6_6,OvErr_BASE,v1,327,7.0,1.119,0.546,0.573,3,1,0.0,82.675,82.675,211.479,98.32,309.799, High,6.5,21.888671875,1.2199079099929955,1.2902743565062307,66,-52,90.185546875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_520,SIGNED_ADD_6x6_6,OvErr_BASE,v1,520,7.0,1.147,0.38,0.767,2,2,0.0,56.928,56.928,170.674,70.509,241.183, High,-20.0,27.39306640625,1.370046365025282,2.739551405483703,45,-81,98.193359375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_501,SIGNED_ADD_6x6_6,OvErr_BASE,v1,501,7.0,1.199,0.614,0.585,3,2,0.0,84.67,84.67,206.068,99.371,305.439, High,-17.5,25.783203125,1.4485887065712795,2.559292239266462,40,-74,93.896484375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_111,SIGNED_ADD_6x6_6,OvErr_BASE,v1,111,1.25,1.173,0.6,0.573,3,2,0.0,75.589,75.589,194.81,90.339,285.149, High,-13.5,25.5439453125,0.6798341490687223,1.7453412353442272,66,-92,93.7744140625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_308,SIGNED_ADD_6x6_6,OvErr_BASE,v1,308,7.0,1.199,0.62,0.579,2,2,0.0,53.895,53.895,160.212,66.738,226.95, High,18.0,26.369140625,1.2023066763575845,2.2688319411851388,86,-48,98.6083984375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_564,SIGNED_ADD_6x6_6,OvErr_BASE,v1,564,1.212,1.199,0.614,0.585,2,2,0.0,53.838,53.838,153.03,66.847,219.877, High,-9.5,23.94921875,1.1030841112902317,1.9218475282187863,60,-78,98.2666015625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_298,SIGNED_ADD_6x6_6,OvErr_BASE,v1,298,7.0,1.211,0.62,0.591,3,2,0.0,78.261,78.261,185.523,92.368,277.891, High,19.0,26.6572265625,1.5096394136654143,2.4686242418684747,81,-41,93.65234375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_127,SIGNED_ADD_6x6_6,OvErr_BASE,v1,127,7.0,1.248,0.669,0.579,2,2,0.0,46.951,46.951,137.802,59.336,197.138, High,-11.0,24.49462890625,0.7146306016693003,1.748108536411775,69,-89,96.630859375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_560,SIGNED_ADD_6x6_6,OvErr_BASE,v1,560,7.0,1.199,0.62,0.579,2,2,0.0,53.895,53.895,160.197,66.737,226.934, High,-10.0,24.08984375,1.2680692329178433,1.8743652814157268,58,-76,98.9501953125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_340,SIGNED_ADD_6x6_6,OvErr_BASE,v1,340,7.0,0.877,0.371,0.506,1,1,0.0,39.661,39.661,172.885,55.662,228.547, High,6.0,21.94384765625,1.050325807780229,1.2407892069592248,73,-53,97.802734375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_553,SIGNED_ADD_6x6_6,OvErr_BASE,v1,553,7.0,0.876,0.38,0.496,1,2,0.0,38.604,38.604,180.376,54.497,234.873, High,-16.0,26.205078125,1.1181785350541555,2.548638675562014,55,-71,99.0234375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_208,SIGNED_ADD_6x6_6,OvErr_BASE,v1,208,7.0,1.248,0.669,0.579,2,2,0.0,46.951,46.951,137.795,59.335,197.13, High,5.0,25.62353515625,0.6770519979205811,2.318096681624395,85,-73,97.802734375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_657,SIGNED_ADD_6x6_6,OvErr_BASE,v1,657,7.0,1.147,0.559,0.588,3,1,0.0,80.169,80.169,207.375,95.146,302.521, High,-10.5,23.01953125,1.1954019711587305,1.6399205514571271,52,-72,91.455078125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_601,SIGNED_ADD_6x6_6,OvErr_BASE,v1,601,7.0,0.879,0.372,0.507,1,1,0.0,32.646,32.646,162.277,48.084,210.361, High,-28.0,31.83642578125,1.1102495806115118,3.346908534744665,37,-89,99.169921875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_294,SIGNED_ADD_6x6_6,OvErr_BASE,v1,294,1.212,1.199,0.614,0.585,2,2,0.0,53.838,53.838,153.043,66.848,219.891, High,14.5,24.771484375,1.0467162056671526,1.8259064170668682,84,-54,96.9482421875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_667,SIGNED_ADD_6x6_6,OvErr_BASE,v1,667,7.0,1.069,0.559,0.51,2,1,0.0,58.532,58.532,171.525,73.038,244.563, High,-7.0,22.27587890625,1.1870097675797047,1.3732152391062773,57,-69,96.630859375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_324,SIGNED_ADD_6x6_6,OvErr_BASE,v1,324,7.0,1.147,0.559,0.588,4,1,0.0,105.84,105.84,233.498,122.471,355.969, High,7.5,21.875,1.3720952120965468,1.3720952120965468,64,-48,77.9296875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_589,SIGNED_ADD_6x6_6,OvErr_BASE,v1,589,7.0,0.877,0.371,0.506,1,1,0.0,39.661,39.661,172.874,55.661,228.535, High,-24.0,29.4189453125,1.1207856898090778,3.0085084505785336,43,-83,99.12109375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_247,SIGNED_ADD_6x6_6,OvErr_BASE,v1,247,7.0,1.228,0.38,0.848,3,2,0.0,83.369,83.369,198.397,97.779,296.176, High,14.0,23.48828125,1.7485883872644847,1.8018423775894135,67,-35,90.234375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_297,SIGNED_ADD_6x6_6,OvErr_BASE,v1,297,1.322,1.197,0.62,0.577,4,2,0.0,103.528,103.528,226.639,119.257,345.896, High,19.5,26.859375,1.5086369663072599,2.4781479855410984,80,-40,87.01171875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_188,SIGNED_ADD_6x6_6,OvErr_BASE,v1,188,7.0,1.198,0.599,0.599,2,2,0.0,55.162,55.162,164.076,68.548,232.624, High,11.0,27.21875,0.5789621183315294,2.621043871030113,94,-64,99.6337890625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_193,SIGNED_ADD_6x6_6,OvErr_BASE,v1,193,1.187,1.108,0.6,0.508,2,2,0.0,53.381,53.381,166.291,67.335,233.626, High,2.0,24.4443359375,0.6432579926781575,2.094822756869672,83,-75,97.36328125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_191,SIGNED_ADD_6x6_6,OvErr_BASE,v1,191,7.0,1.26,0.669,0.591,3,2,0.0,70.388,70.388,174.337,83.967,258.304, High,4.0,24.37109375,0.4035330494571472,2.014904664945039,82,-72,97.216796875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_33,SIGNED_ADD_6x6_6,OvErr_BASE,v1,33,1.25,1.173,0.6,0.573,4,2,0.0,104.781,104.781,235.262,121.395,356.657, High,-3.5,19.99609375,0.4194661357200528,1.0026613049991158,76,-82,90.91796875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_627,SIGNED_ADD_6x6_6,OvErr_BASE,v1,627,7.0,1.076,0.372,0.704,2,1,0.0,52.726,52.726,174.369,67.062,241.431, High,-19.5,26.7021484375,1.0904578313789977,2.460232864618683,44,-82,97.3388671875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_487,SIGNED_ADD_6x6_6,OvErr_BASE,v1,487,1.221,1.2,0.62,0.58,4,2,0.0,109.484,109.484,220.141,125.593,345.734, High,-17.0,24.68359375,2.135932747576067,2.157719283353429,33,-65,81.640625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_70,SIGNED_ADD_6x6_6,OvErr_BASE,v1,70,7.0,0.962,0.466,0.496,2,2,0.0,63.821,63.821,183.981,80.381,264.362, High,2.0,22.455078125,0.4930339227786159,1.5430526630673185,89,-69,98.2421875
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_91,SIGNED_ADD_6x6_6,OvErr_BASE,v1,91,1.316,1.183,0.599,0.584,3,2,0.0,80.691,80.691,203.355,95.399,298.754, High,-11.0,23.84228515625,0.4584652542640178,1.5777349365191857,69,-89,93.115234375
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_133,SIGNED_ADD_6x6_6,OvErr_BASE,v1,133,7.0,0.944,0.365,0.579,1,2,0.0,29.388,29.388,144.405,44.135,188.54, High,-10.0,23.28466796875,0.9304033065136161,1.4581984736070144,37,-89,98.095703125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_153,SIGNED_ADD_6x6_6,OvErr_BASE,v1,153,1.455,1.25,0.663,0.587,3,2,0.0,70.543,70.543,160.897,84.266,245.163, High,-2.5,24.2734375,0.6948388524367863,1.9922468250741168,76,-80,94.580078125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_39,SIGNED_ADD_6x6_6,OvErr_BASE,v1,39,7.0,1.342,0.663,0.679,3,2,0.0,68.846,68.846,182.191,81.912,264.103, High,-7.5,21.140625,0.515518102763411,1.0761873517947071,78,-92,92.67578125
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_666,SIGNED_ADD_6x6_6,OvErr_BASE,v1,666,7.0,1.147,0.559,0.588,3,1,0.0,80.169,80.169,207.367,95.145,302.512, High,-6.5,22.11328125,1.1860073202215506,1.3576909304372708,56,-68,92.431640625
SIGNED_ADD_6x6_6_OvErr_BASE_v1_config_694,SIGNED_ADD_6x6_6,OvErr_BASE,v1,694,7.0,0.944,0.365,0.579,1,1,0.0,29.813,29.813,160.521,44.183,204.704, High,-11.0,23.11181640625,1.0483377555255842,1.6042308045378992,53,-73,97.412109375
