DESIGN_NAME,BASE_OPERATOR,DESIGN_TYPE,PRUNING_INIT,Config,Constraint,CPD,Delay_logic,Delay_signal,LUTs,Carries,Signal_power,Logic_power,Total_power,Signal_power_top,Logic_power_top,Total_power_top,Conf,average_error,average_absolute_error,average_relative_error,average_absolute_relative_error,acutal_max_error,actual_min_error,error_prob_approx
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3155,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3155,7,0.944,0.365,0.579,1,2,0,30.589,30.589,179.19,48.219,227.409, High,45,93.97058105,1.018078087,1.9569842027970332,316,-194,99.93133544921875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3445,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3445,7,0.876,0.38,0.496,1,2,0,33.592,33.592,190.168,52.657,242.825, High,42,91.90615844726562,1.0141005287600438,2.0118987444084033,305,-205,99.42321777
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_331,SIGNED_ADD_8x8_8,OvErr_BASE,v1,331,1.29,1.191,0.591,0.6,4,2,0,97.553,97.553,243.05,116.111,359.161, High,-24,84.3215332,0.3078729704630279,1.3444010418375263,309,-353,98.31542969
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2121,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2121,1.2649999999999997,1.251,0.655,0.596,3,2,0,69.488,69.488,199.467,85.808,285.27500000000003, High,54.5,111.29632568359375,0.7529195902044585,3.528762639930721,376,-266,99.31793212890625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4188,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4188,7,1.178,0.551,0.627,3,2,0,78.42,78.42,246.438,95.713,342.15099999999995, High,114.5,128.99420166015625,1.0624693417696178,4.666706976120798,370,-140,98.98223876953125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3980,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3980,7,1.064,0.559,0.505,2,1,0,55.043,55.043,216.149,72.5,288.649, High,70,102.7470703,1.0302819078012868,3.0517477794851904,326,-184,99.50103759765625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_6420,SIGNED_ADD_8x8_8,OvErr_BASE,v1,6420,7,1.227,0.546,0.681,2,1,0,47.032,47.032,190.46,62.146,252.606, High,-23.5,87.47406005859375,1.0213135313484423,1.5002235251128413,234,-280,99.20806884765625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2484,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2484,1.4260000000000002,1.215,0.623,0.592,5,2,0,126.733,126.733,284.521,146.494,431.015, High,51.5,96.99511719,1.662905524105091,2.349869022639644,304,-200,94.94018555
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3904,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3904,7,1.123,0.55,0.573,2,2,0,53.303,53.303,174.62,69.635,244.255, High,78,106.65081787109375,1.091936909217414,3.253384255317016,329,-165,99.17602539
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2933,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2933,7,1.172,0.599,0.573,3,2,0,75.982,75.982,204.104,93.19,297.294, High,31,88.38134766,1.367660127366106,1.4777455152901464,266,-196,98.26049805
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4779,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4779,7,1.298,0.617,0.681,5,2,0,117.543,117.543,280.959,136.097,417.056, High,-72.5,105.9882813,1.632676223179663,3.206886845,192,-336,94.32373047
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1789,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1789,1.29,1.167,0.591,0.576,3,2,0,74.119,74.119,216.921,91.711,308.632, High,8,98.50054931640625,0.4436809616561473,2.751623367899525,325,-305,99.35913086
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4134,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4134,1.2350000000000003,1.128,0.614,0.514,4,2,0,107.432,107.432,281.241,127.216,408.457, High,110.5,126.0563965,1.1794811583387246,4.515300231471305,354,-132,96.89331055
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1140,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1140,1.2649999999999997,1.251,0.655,0.596,4,2,0,93.57,93.57,258.065,111.496,369.561, High,-39.5,101.2535400390625,0.4526011739014848,2.485239963081471,276,-354,98.30627441
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2308,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2308,7,1.111,0.53,0.581,2,2,0,52.276,52.276,196.887,68.976,265.863, High,48,92.32910156,1.3127375109571762,1.435434692589443,287,-159,98.73046875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1144,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1144,7,1.347,0.661,0.686,3,2,0,65.685,65.685,199.086,80.868,279.954, High,-43,100.77700805664062,0.5302925465947322,2.4191292772720647,277,-361,98.61755371
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_6191,SIGNED_ADD_8x8_8,OvErr_BASE,v1,6191,7,0.879,0.372,0.507,1,1,0,32.842,32.842,196.454,51.875,248.329, High,-59,97.90380859,1.0226160037359113,2.6164337449814448,198,-312,99.85198974609375
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_776,SIGNED_ADD_8x8_8,OvErr_BASE,v1,776,1.279,1.259,0.669,0.59,4,2,0,94.911,94.911,222.189,112.676,334.865, High,-34,93.00195313,0.30786974780737697,1.8098277130953884,274,-340,98.72741699
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5065,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5065,7,0.948,0.372,0.576,1,2,0,30.743,30.743,187.376,48.359,235.735, High,-46,99.56942749023438,1.038455362772865,3.0256590633089417,241,-269,99.89318848
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2052,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2052,1.4340000000000002,1.294,0.715,0.579,4,2,0,93.018,93.018,235.609,110.255,345.86400000000003, High,35.5,103.9785156,0.4696243983171066,3.0215808396852046,352,-280,97.67456055
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4362,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4362,7,0.954,0.38,0.574,1,1,0,30.818,30.818,175.809,48.277,224.086, High,122.5,134.60040283203125,0.9768456728152811,5.018484735581809,378,-132,99.59259033203125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5776,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5776,7,0.877,0.371,0.506,1,1,0,31.527,31.527,191.928,50.419,242.347, High,-70,102.79824829101562,1.0300249372693346,3.024424034507246,189,-321,99.8626709
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4930,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4930,7,1.012,0.515,0.497,2,2,0,57.803,57.803,231.018,76.064,307.082, High,-46,97.98410034179688,1.2493667702653612,2.9566064107670043,217,-293,99.73449707
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1203,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1203,7,1.24,0.655,0.585,2,2,0,46.469,46.469,165.641,61.377,227.018, High,-37.5,98.47320556640625,0.9762798149383565,2.2079985386186713,282,-356,99.23553466796875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2540,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2540,7,1.389,0.554,0.835,3,2,0,67.223,67.223,217.091,81.974,299.065, High,36,92.7409668,1.3353072181286332,1.8467783135657168,314,-240,99.09973145
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_809,SIGNED_ADD_8x8_8,OvErr_BASE,v1,809,7,1.313,0.546,0.767,3,2,0,64.768,64.768,179.295,80.236,259.531, High,-25,91.46875,0.4494052143599217,1.6430588318872312,286,-320,99.88098145
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5978,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5978,7,1.248,0.669,0.579,2,2,0,50.442,50.442,169.391,65.396,234.787, High,-38,91.42443848,1.1018754700821987,2.0649515207201534,230,-304,99.57427978515625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_604,SIGNED_ADD_8x8_8,OvErr_BASE,v1,604,1.2759999999999998,1.226,0.661,0.565,3,2,0,72.608,72.608,215.161,89.26,304.421, High,1,85.56677246,0.4186588607823113,1.6672628433911325,349,-345,98.79150391
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5603,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5603,7,1.123,0.55,0.573,2,2,0,53.303,53.303,174.619,69.635,244.254, High,-83,109.3110352,1.1221357445872329,3.565263486513142,168,-326,99.0814209
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2704,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2704,1.1239999999999997,1.111,0.515,0.596,3,2,0,81.548,81.548,244.888,99.736,344.624, High,74,105.99383544921875,1.4483951763711038,2.876372932189774,331,-179,98.63891602
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3867,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3867,1.2839999999999998,1.177,0.663,0.514,3,2,0,78.112,78.112,245.117,95.494,340.611, High,108.5,125.38568115234375,1.0986100943183144,4.374928070414151,372,-154,99.32098388671875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4585,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4585,7,1.111,0.53,0.581,2,2,0,52.276,52.276,196.886,68.976,265.862, High,-60,101.6920166015625,1.3329951148077384,3.699080710518927,179,-267,99.59716797
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_824,SIGNED_ADD_8x8_8,OvErr_BASE,v1,824,7,1.139,0.559,0.58,3,2,0,75.092,75.092,216.98,92.894,309.874, High,-43,95.1550293,0.48926858,1.6853132294188162,280,-358,98.49395751953125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2898,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2898,1.41,1.204,0.617,0.587,3,2,0,78.098,78.098,218.351,95.03,313.381, High,89.5,115.5593262,1.1322457750986832,3.5327220844530514,372,-192,99.09973145
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3556,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3556,7,0.944,0.365,0.579,1,1,0,32.646,32.646,181.397,50.415,231.812, High,45,92.77890014648438,0.9975269525325411,2.197122065156561,301,-209,99.3560791
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2590,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2590,7,0.948,0.372,0.576,1,2,0,30.743,30.743,187.376,48.359,235.735, High,46,93.19869995117188,1.0211988854186824,1.5386312110760592,333,-177,99.46594238
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5004,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5004,1.41,1.204,0.617,0.587,3,2,0,78.098,78.098,218.351,95.03,313.381, High,-54.5,99.77905273,1.1592559135660991,2.7998930684574805,228,-336,98.83728027
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5246,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5246,7,1.197,0.6,0.597,2,2,0,50.872,50.872,188.213,66.384,254.597, High,-99,119.2460938,1.137520335609026,4.218577014125567,166,-360,99.84283447265625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1675,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1675,7,1.26,0.669,0.591,4,2,0,94.969,94.969,222.77,112.726,335.496, High,43,101.71917724609375,0.27428300672742256,2.641547509626647,369,-281,98.00415039
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4526,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4526,7,1.111,0.53,0.581,2,2,0,52.276,52.276,196.885,68.976,265.861, High,-69,103.6589355,1.334683248461952,3.952618660652262,170,-276,99.29504395
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3907,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3907,7,1.381,0.62,0.761,3,2,0,67.089,67.089,183.698,81.868,265.56600000000003, High,81,108.26251220703125,1.1532680333736085,3.423237646105506,329,-165,98.65112305
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3626,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3626,7,0.879,0.372,0.507,1,1,0,32.842,32.842,196.454,51.875,248.329, High,61,98.73046875,1.0001075550130647,2.739290602471834,318,-192,99.84893798828125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4270,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4270,7,0.879,0.372,0.507,1,1,0,32.842,32.842,196.455,51.875,248.33, High,106,123.16741943359375,0.9916668867419972,4.3870282007375625,363,-147,99.54223633
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2133,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2133,1.4340000000000002,1.294,0.715,0.579,4,2,0,93.018,93.018,235.608,110.255,345.863, High,51.5,108.7607422,0.46662327182072694,3.2028790568559375,368,-264,97.74780273
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_510,SIGNED_ADD_8x8_8,OvErr_BASE,v1,510,7,1.289,0.715,0.574,5,2,0,114.077,114.077,272.653,132.67,405.323, High,18.5,83.29199219,0.34113395564517807,1.4953426383027877,332,-294,96.88720703
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4494,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4494,7,1.248,0.663,0.585,3,2,0,72.632,72.632,204.165,88.879,293.044, High,-79.5,107.8955078,1.3366633556844116,3.9372972439269986,158,-316,98.34899902
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_115,SIGNED_ADD_8x8_8,OvErr_BASE,v1,115,1.261,1.197,0.6,0.597,4,2,0,97.618,97.618,244.684,116.302,360.986, High,-12,73.65966797,0.38158025468968537,0.8439221478979556,285,-305,98.09570313
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_764,SIGNED_ADD_8x8_8,OvErr_BASE,v1,764,7,1.26,0.559,0.701,4,2,0,93.06,93.06,227.14,110.571,337.711, High,-35,92.921875,0.2769965812845722,1.7447821696160588,270,-336,99.18518066
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5895,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5895,7,1.432,0.669,0.763,4,2,0,86.595,86.595,200.208,102.181,302.389, High,-30.5,89.00927734,1.295212168502117,1.8355431553506636,212,-272,96.7590332
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3267,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3267,7,1.118,0.53,0.588,3,1,0,79.625,79.625,233.117,97.879,330.996, High,3.5,85.359375,1.0288231501804919,1.0288231501804919,256,-248,96.91772461
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_6431,SIGNED_ADD_8x8_8,OvErr_BASE,v1,6431,7,0.879,0.372,0.507,1,1,0,32.842,32.842,196.454,51.875,248.329, High,-29,88.50061035,1.0169888915551997,1.6379528156630085,228,-282,99.48272705078125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5473,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5473,7,0.944,0.365,0.579,1,1,0,32.646,32.646,181.397,50.415,231.812, High,-123,134.96548461914062,1.0290387807445263,4.9764806660129555,133,-377,99.59411621
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5122,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5122,1.2839999999999998,1.179,0.669,0.51,4,2,0,103.483,103.483,254.006,122.372,376.378, High,-95,115.9715576171875,1.5225782487895756,4.005964698580274,137,-325,97.57080078
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_9,SIGNED_ADD_8x8_8,OvErr_BASE,v1,9,1.4560000000000004,1.286,0.663,0.623,7,2,0,162.836,162.836,344.392,184.455,528.847, High,-2.5,66.0390625,0.383204857,0.4883156940777593,260,-264,69.53125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5012,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5012,7,0.948,0.372,0.576,1,2,0,30.743,30.743,187.375,48.359,235.734, High,-53,101.4849853515625,1.0397683556150312,3.2418140582190755,234,-276,99.83978271484375
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4043,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4043,7,0.944,0.365,0.579,1,1,0,32.646,32.646,181.396,50.415,231.811, High,78,106.6870117,0.9913371291337583,3.349626495717172,334,-176,99.72686767578125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2729,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2729,1.2380000000000004,1.132,0.554,0.578,4,2,0,108.927,108.927,271.793,128.577,400.37, High,84,111.5354004,1.6567988679501096,3.459750245,338,-168,98.8494873
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1998,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1998,7,1.294,0.719,0.575,5,2,0,116.542,116.542,277.117,135.187,412.304, High,51.5,106.0087891,0.23669964989176548,2.9072559507901286,368,-264,95.51391602
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5982,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5982,1.261,1.248,0.663,0.585,2,2,0,49.058,49.058,164.863,63.788,228.651, High,-37.5,91.33697509765625,1.0335632637044876,2.0980322054517386,232,-306,99.20806884765625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2664,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2664,1.41,1.204,0.617,0.587,3,2,0,78.098,78.098,218.351,95.03,313.381, High,61.5,101.2705078,1.1374977464673477,2.533617546356175,344,-220,98.67248535
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5764,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5764,7,0.877,0.371,0.506,1,1,0,31.527,31.527,191.929,50.419,242.348, High,-76,105.6778564453125,1.0311503597054767,3.239094671836564,183,-327,99.45068359
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_515,SIGNED_ADD_8x8_8,OvErr_BASE,v1,515,7,1.349,0.661,0.688,5,2,0,111.105,111.105,240.442,128.911,369.353, High,12,81.7734375,0.2541249528454173,1.3703988134097793,330,-304,97.39990234
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1565,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1565,7,1.139,0.559,0.58,3,2,0,75.092,75.092,216.978,92.894,309.872, High,27,97.0078125,0.4761386512109705,2.6521791590443855,350,-288,99.83062744140625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4649,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4649,1.1239999999999997,1.111,0.515,0.596,3,2,0,81.548,81.548,237.68,99.736,337.416, High,-85,111.8804931640625,1.478218870928876,3.9071729304195446,172,-338,98.84185791015625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1816,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1816,7,1.165,0.592,0.573,2,2,0,49.155,49.155,185.665,65.168,250.833, High,4,99.74813842773438,0.7509522490570574,2.8432990603772303,325,-313,99.69787598
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1954,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1954,7,1.422,0.661,0.761,4,2,0,83.59,83.59,209.801,99.271,309.072, High,45,104.10589599609375,0.23201253995241314,2.8577289516527467,357,-265,97.71118164
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1167,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1167,1.415,1.251,0.655,0.596,3,2,0,70.538,70.538,208.737,86.916,295.653, High,-43.5,101.69293212890625,0.7598724613023946,2.409738090561528,276,-362,99.17144775390625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4448,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4448,7,1.351,0.669,0.682,4,2,0,90.303,90.303,222.502,106.89,329.392, High,-58,97.82128906,1.9207758821568826,3.0722453101613563,154,-268,98.96850586
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3669,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3669,1.3710000000000004,1.233,0.659,0.574,4,2,0,97.695,97.695,258.569,115.769,374.338, High,98.5,118.1499023,1.3550097429187151,3.9285820836504697,332,-134,98.29711914
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_747,SIGNED_ADD_8x8_8,OvErr_BASE,v1,747,1.4720000000000004,1.261,0.669,0.592,6,2,0,142.404,142.404,303.789,163.007,466.796, High,-30.5,92.11621094,0.10306461439567725,1.8359752169413446,264,-324,90.36865234
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_659,SIGNED_ADD_8x8_8,OvErr_BASE,v1,659,1.303,1.172,0.591,0.581,4,2,0,100.868,100.868,251.992,119.753,371.745, High,22,88.83203125,0.32772183820918344,1.7882542908787105,358,-312,98.99291992
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2621,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2621,7,1.389,0.554,0.835,3,2,0,67.223,67.223,217.103,81.974,299.077, High,52,97.38793945,1.3323060916322538,2.310796710860847,330,-224,99.22180176
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4161,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4161,7,1.178,0.551,0.627,3,2,0,78.42,78.42,246.438,95.713,342.15099999999995, High,106.5,123.57012939453125,1.0639699050178073,4.362183046277954,362,-148,98.66485595703125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4008,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4008,7,0.954,0.38,0.574,1,1,0,30.818,30.818,175.811,48.277,224.088, High,64.5,100.2177734,0.987724756,2.8629476904195417,320,-190,99.41558837890625
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_893,SIGNED_ADD_8x8_8,OvErr_BASE,v1,893,1.319,1.174,0.669,0.505,5,2,0,126.505,126.505,324.039,147.21,471.249, High,-24,93.08935547,0.058133675475175256,2.089527396538531,290,-336,97.56469727
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2469,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2469,1.3769999999999998,1.213,0.617,0.596,3,2,0,75.156,75.156,213.038,91.945,304.983, High,40.5,93.46899414,1.2331525481035202,1.7478322449140613,302,-220,98.23455810546875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4515,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4515,1.3049999999999995,1.259,0.663,0.596,4,2,0,96.505,96.505,252.866,114.32,367.186, High,-67.5,102.0389404296875,1.563984214133553,3.292360697,164,-298,98.17810059
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2384,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2384,7,1.212,0.53,0.682,3,2,0,74.556,74.556,210.787,91.501,302.288, High,69,102.3681641,1.5383702357521045,2.5304131788447957,302,-160,99.66125488
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_5788,SIGNED_ADD_8x8_8,OvErr_BASE,v1,5788,7,0.944,0.365,0.579,1,1,0,32.646,32.646,181.397,50.415,231.812, High,-79,107.20364379882812,1.0207856828794826,3.323748656843755,177,-333,99.45983887
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1022,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1022,7,1.131,0.546,0.585,2,2,0,48.969,48.969,180.293,65.451,245.744, High,-51,98.01965332,0.7511821501520766,1.6975669368336899,276,-362,99.34539794921875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4484,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4484,7,1.252,0.6,0.652,4,2,0,98.278,98.278,272.232,116.259,388.491, High,-76,105.8579102,1.8099851796839361,3.425388139540465,154,-304,98.41918945
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2725,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2725,7,1.012,0.515,0.497,2,2,0,57.803,57.803,231.018,76.064,307.082, High,78,108.29672241210938,1.22610804,2.7252717386913745,341,-169,99.52697754
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4426,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4426,7,1.282,0.515,0.767,3,2,0,68.207,68.207,197.279,84.084,281.363, High,-66,100.0882568359375,1.6943053942327775,3.738262093643409,149,-265,98.59619141
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_1664,SIGNED_ADD_8x8_8,OvErr_BASE,v1,1664,7,1.14,0.559,0.581,2,2,0,47.489,47.489,182.902,63.699,246.601, High,35,104.2603759765625,0.6568205852541599,3.275417534788855,370,-268,99.70245361328125
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4941,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4941,7,1.298,0.617,0.681,5,2,0,117.543,117.543,280.959,136.097,417.056, High,-56.5,99.41015625,1.6296750966832831,2.668113702062567,208,-320,94.07958984
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4482,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4482,7,1.366,0.66,0.706,5,2,0,112.526,112.526,281.45,130.295,411.745, High,-76.5,106.1523438,1.8100895828461583,3.421269110659428,152,-304,94.05517578
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4813,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4813,7,1.151,0.554,0.597,2,2,0,52.902,52.902,205.433,68.996,274.429, High,-76,108.54733276367188,1.1890462261947838,3.6501555646698973,205,-353,99.66125488
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2356,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2356,1.298,1.199,0.599,0.6,4,2,0,99.816,99.816,245.369,118.456,363.825, High,72,103.2620849609375,1.9099197850525569,2.796624286,293,-145,98.40087891
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3645,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3645,7,1.256,0.669,0.587,6,2,0,145.369,145.369,320.503,166.067,486.57, High,95.5,115.6875,1.7033363349607809,3.9683603874156295,320,-128,84.32617188
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_750,SIGNED_ADD_8x8_8,OvErr_BASE,v1,750,7,1.297,0.723,0.574,5,2,0,113.501,113.501,266.57,132.091,398.661, High,-31.5,92.1965332,0.24799378961370352,1.737856516059609,266,-328,95.98999023
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4884,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4884,7,1.19,0.617,0.573,4,2,0,101.271,101.271,268.659,119.957,388.616, High,-45.5,96.01586914,1.530112554738374,2.6012443422850637,204,-294,98.34899902
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_3153,SIGNED_ADD_8x8_8,OvErr_BASE,v1,3153,1.261,1.248,0.663,0.585,2,2,0,49.058,49.058,164.863,63.788,228.651, High,44.5,93.60333251953125,1.018182490410542,2.0246352972670247,314,-224,99.56512451171875
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_2597,SIGNED_ADD_8x8_8,OvErr_BASE,v1,2597,1.2169999999999996,1.153,0.553,0.6,3,2,0,78.108,78.108,229.571,95.736,325.307, High,55,98.13061523,1.4145389170500096,2.3142800714601526,324,-210,98.76403809
SIGNED_ADD_8x8_8_OvErr_BASE_v1_config_4715,SIGNED_ADD_8x8_8,OvErr_BASE,v1,4715,7,1.152,0.553,0.599,2,2,0,51.572,51.572,185.723,67.492,253.21500000000003, High,-89,114.7108154296875,1.2120889280675418,4.1984236223385665,186,-356,99.48883056640625
